Headline,,scope,category
গাজায় মানবিক সহায়তা না বাড়ালে ইসরায়েলকে সামরিক সহায়তা বন্ধের হুমকি যুক্তরাষ্ট্রের,,international,war_crime
মহাকাশে সোভিয়েত প্রযুক্তি যেভাবে নাকানি চোবানি খাইয়েছিল যুক্তরাষ্ট্রকে,,international,war_crime
লেবাননে গাজার মতো ধ্বংসযজ্ঞের ব্যাপারে হুঁশিয়ারি দিয়েছেন নেতানিয়াহু,,international,war_crime
ফিলিস্তিনিদের সাথে ইসরায়েলের যুদ্ধে চীন ও রাশিয়া কেন মধ্যস্থতা করছে?,,international,war_crime
যে সপ্তাহটি মধ্যপ্রাচ্যকে সর্বাত্মক যুদ্ধের দিকে ঠেলে দিয়েছে,,international,war_crime
ইয়েমেনে হুথিদের লক্ষ্য করে নৌ ও বিমান হামলা চালালো যুক্তরাষ্ট্র,,international,war_crime
ইসরায়েলে উপর্যুপরি ক্ষেপণাস্ত্র হামলা চালিয়েছে ইরান,,international,war_crime
ইসরায়েলের হামলায় দশ লাখের বেশি মানুষের বাস্তুচ্যুত হওয়ার আশঙ্কা লেবাননে,,international,war_crime
লেবাননের হেজবুল্লাহকে ‘সর্বোচ্চ শক্তি’ দিয়ে আঘাত করছে ইসরায়েল,,international,war_crime
লেবাননে হেজবুল্লাহ কারা এবং তারা কি ইসরায়েলের সঙ্গে যুদ্ধে জড়াবে?,,international,war_crime
লেবাননে হেজবুল্লাহর ডিভাইস বিস্ফোরণ নিয়ে যে ছয়টি প্রশ্ন তৈরি হয়েছে,,international,war_crime
লেবাননের বৈরুতে ইসরায়েলি বিমান হামলায় নয়জন নিহত,,international,war_crime
ইরানের মাটিতে ইসরায়েলের চালানো যত 'গোপন অপারেশন’,,international,war_crime
পশ্চিম তীর-জর্ডান সীমান্তে তিন ইসরায়েলিকে গুলি করে হত্যা,,international,war_crime
জিম্মিদের মৃত্যু ঠেকাতে না পারায় জাতির কাছে ক্ষমা চেয়েছেন নেতানিয়াহু,,international,war_crime
ছয়শো বছরের অটোমান সাম্রাজ্যের শুরু ও শেষ যেভাবে,,international,war_crime
পোলিও টিকাদানের জন্য গাজায় কিছু সময় যুদ্ধ বন্ধ রাখতে সম্মত ইসরায়েল,,international,war_crime
"ক্ষমতা, তেল এবং ৪৫ কোটি ডলারের পেইন্টিং - সৌদি যুবরাজের উত্থানের নেপথ্যে",,international,war_crime
যুদ্ধবিরতি ও জিম্মি মুক্তি চুক্তি স্বাক্ষরে চাপ দিতে ইসরায়েলে মার্কিন পররাষ্ট্রমন্ত্রী,,international,war_crime
হামাসের নতুন নেতৃত্ব বাছাইয়ের অন্তরালে,,international,war_crime
ইসরায়েল ও হেজবুল্লাহ-র মধ্যে যুদ্ধের আশঙ্কা ক্রমেই বাড়ছে,,international,war_crime
ফুটবল পিচে হামলার পর লেবাননে হেজবুল্লাহ লক্ষ্যবস্তুতে হামলা ইসরায়েলের,,international,war_crime
গাজার 'সেফ জোনে' ইসরায়েলি হামলায় নিহত অন্তত ৭১ জন,,international,war_crime
ইউক্রেনে রাশিয়ার আক্রমণ কি পরিকল্পনা মতো এগোচ্ছে?,,international,war_crime
আহত ফিলিস্তিনিকে জিপের সামনে বেঁধে নিয়ে গেল ইসরায়েলি বাহিনী,,international,war_crime
গাজায় রেড ক্রস অফিসের কাছে গোলায় ২২ জন নিহত,,international,war_crime
পুতিন আর কিম জং আন যে তিনটি কারণে বন্ধু হতে আগ্রহী,,international,war_crime
ইসরায়েলের যুদ্ধকালীন মন্ত্রিসভা ভেঙে দিলেন নেতানিয়াহু,,international,war_crime
"রাশিয়া ইউক্রেন ছাড়লে, কালই শান্তি আলোচনা শুরু হবে - জেলেনস্কি",,international,war_crime
চে গেভারা যেভাবে কিউবার সশস্ত্র বিপ্লবের সঙ্গে জড়িয়ে পড়েছিলেন,,international,war_crime
"হামাসের পরিবর্তনের প্রস্তাবে গাজা যুদ্ধবিরতি পরিকল্পনা নিয়ে জটিলতা, বলছে যুক্তরাষ্ট্র",,international,war_crime
রাশিয়া কেন তাদের নিজেদের বিজ্ঞানীদের জেলে ভরছে?,,international,war_crime
"যুদ্ধের বাঙ্কারে আমার প্রিয়তমকে বিয়ে করি, যার দুদিন পর সে মারা যায়'",,international,war_crime
"গাজা থেকে ইসরায়েলি চার জিম্মি উদ্ধার, যেভাবে অভিযান চালানো হয়েছে",,international,war_crime
"লিবিয়ায় চার বাংলাদেশিকে অপহরণের অভিযোগ, ৪০ লাখ টাকা মুক্তিপণ দাবি",,international,war_crime
গাজায় আরো চার জিম্মির মৃত্যু নিশ্চিত করেছে ইসরায়েল,,international,war_crime
হামাস মানলে ইসরায়েলও যুদ্ধবিরতি প্রস্তাব মেনে নেবে বলে আশা যুক্তরাষ্ট্রের,,international,war_crime
যুদ্ধবিরতি প্রস্তাবে রাজি হলে পদত্যাগের হুমকি ইসরায়েলি মন্ত্রীদের,,international,war_crime
গাজা-মিশর সীমান্ত করিডোর নিয়ন্ত্রণে নিলো ইসরায়েল,,international,war_crime
বিমান হামলার নিন্দার মধ্যেই যুদ্ধ চালিয়ে যাওয়ার ঘোষণা নেতানিয়াহুর,,international,war_crime
ইসরায়েলের তেল আবিবে রকেট হামলা চালিয়েছে হামাস,,international,war_crime
তাইওয়ানকে ঘিরে ফেলে চীনের সামরিক মহড়া কী বার্তা দিচ্ছে?,,international,war_crime
ইসরায়েলের বিরুদ্ধে গ্রেপ্তারি পরোয়ানা দিলে আইসিসির উপর নিষেধাজ্ঞা দেওয়ার আভাস যুক্তরাষ্ট্রের,,international,war_crime
"নেতানিয়াহু, ইসরায়েল ও হামাসের জন্য আইসিসির গ্রেপ্তারি পরোয়ানার অর্থ কী?",,international,war_crime
ড্রোন আর মিসাইলের আধুনিক যুদ্ধেও কেন রাশিয়া দেড়শো বছরের পুরনো মোর্স কোড ব্যবহার করছে?,,international,war_crime
হামাসের টানেল থেকে তিন জিম্মির মৃতদেহ উদ্ধার করেছে ইসরায়েলি সেনারা,,international,war_crime
ইসরায়েলি ট্যাংক আসার খবরে রাফাহ ছেড়ে পালিয়েছে সাড়ে চার লাখ মানুষ,,international,war_crime
লেনিন যেভাবে সোভিয়েত প্রতিষ্ঠা আর বিশ্বে কমিউনিজম ছড়িয়ে দিতে চেয়েছিলেন,,international,war_crime
গাজার রাফাহ শহর ও রাফাহ সীমান্ত কেন এত গুরুত্বপূর্ণ?,,international,war_crime
ইসরায়েল রাফায় হামলা করলে অস্ত্র সরবরাহ বন্ধের হুমকি বাইডেনের,,international,war_crime
"যুদ্ধবিরতির প্রস্তাব গ্রহণ হামাসের, ইসরায়েল বলছে তাদের 'মনঃপূত' হয়নি",,international,war_crime
ইসরায়েল-গাজা যুদ্ধবিরতি আলোচনা নিয়ে কায়রোতে জোরদার প্রচেষ্টা,,international,war_crime
টর্পেডো কী কাজে ব্যবহার হয়? বিশ্বের পাঁচটি আধুনিক টর্পেডো নিয়ে যা জানা যাচ্ছে,,international,war_crime
পটুয়াখালীতে ভেসে আসা টর্পেডোটিকে বেঁধে রেখেছেন গ্রামবাসী,,international,war_crime
ইরান ও ইসরায়েল পরস্পরকে নিয়ে ভুল হিসাব-নিকাশ করেছে,,international,war_crime
ইসরায়েল এবং ইরানের মধ্যে দ্বন্দ্বের শুরু কবে থেকে?,,international,war_crime
আট হাজার ভুয়া মুক্তিযোদ্ধা কি শাস্তির মুখোমুখি হবে?,,international,war_crime
রাখাইনের যুদ্ধ পরিস্থিতি সম্পর্কে কী তথ্য পাওয়া যাচ্ছে?,,international,war_crime
মুসলিম প্রধান দেশ জর্ডান ইসরায়েলের পাশে দাঁড়িয়েছে যে কারণে,,international,war_crime
ইসরায়েলের ওপর ইরানের হামলায় কে জিতল আর কে হারলো?,,international,war_crime
ইরানের হামলার জবাব দেয়া হবে: ইসরায়েল সেনাবাহিনী প্রধান,,international,war_crime
ইরান ও ইসরায়েল সংঘাতের পরিণতি এখন কোন দিকে যেতে পারে?,,international,war_crime
গাজার শিশুদের কাছে এবারের ঈদ এসেছে ভিন্নভাবে,,international,war_crime
খ্রিষ্টান ও মুসলিম নেতাদের হত্যা করত ‘হাসাসিন’ নামে যে গোপন ঘাতকরা,,international,war_crime
দক্ষিণ গাজা থেকে সেনা কমিয়েছে ইসরায়েল,,international,war_crime
"ছয় মাস পর, হামাসকে কতটা নির্মূল করতে পেরেছে ইসরায়েল",,international,war_crime
বিদ্রোহীদের কাছে থাই সীমান্তের গুরুত্বপূর্ণ শহর হারালো মিয়ানমারের সামরিক জান্তা,,international,war_crime
গাজায় সাহায্য কর্মীদের মৃত্যুর ঘটনার পূর্ণ তদন্ত রিপোর্ট প্রকাশের দাবি,,international,war_crime
সিরিয়ায় কনস্যুলেট ভবনে ইসরায়েলের হামলায় ইরানের কমান্ডারসহ সাত কর্মকর্তা নিহত,,international,war_crime
ইন্দিরা গান্ধী ও তাজউদ্দীন আহমদের মধ্যে ১৯৭১ সালে যেভাবে প্রথম যোগাযোগ হয়েছিল,,international,war_crime
মস্কো হামলার পরে পুতিন এখন কেমন প্রতিক্রিয়া দেখাবেন?,,international,war_crime
মওলানা ভাসানী মুক্তিযুদ্ধের সময় ভারতে কেমন ছিলেন?,,international,war_crime
একাত্তরের ২৬শে মার্চ ঢাকা শহরের চিত্র যেমন হয়েছিল,,international,war_crime
চোখ বেঁধে আদালতে নেয়া হলো মস্কোর হামলায় অভিযুক্ত ব্যক্তিদের,,international,war_crime
"মস্কো হামলায় পাঁচ লাখ রুবল দেয়ার প্রতিশ্রুতি দেয়া হয়েছিল, আটক একজনের দাবি",,international,war_crime
আল শিফা হাসপাতালে ইসরায়েলের নতুন অভিযান হামাসেরই সামর্থ্যের ইঙ্গিত,,international,war_crime
"আবারও মধ্যপ্রাচ্য সফরে অ্যান্টনি ব্লিঙ্কেন, যুদ্ধ কি থামবে?",,international,war_crime
ইসরায়েলের সাথে প্রথম যুদ্ধে আরবরা পরাজিত হয়েছিল যে কারণে,,international,war_crime
রমজানকে সামনে রেখে জেরুসালেমে সহিংসতা ছড়িয়ে পড়ার আশঙ্কা,,international,war_crime
গাজায় বিমান থেকে ফেলা ত্রাণের বস্তার নিচে চাপা পড়ে পাঁচ ফিলিস্তিনি নিহত,,international,war_crime
গাজার মাঝ বরাবর ইসরায়েল রাস্তা তৈরি করছে কেন ?,,international,war_crime
সাতই মার্চ ঢাকাকে মাটির সাথে মিশিয়ে দিতে চেয়েছিল পাকিস্তানি সেনাবাহিনী,,international,war_crime
‘এখন আমায় কে বাবা ডাকবে?’,,international,war_crime
ভারতীয় টাইটানিক' ডুবির হারিয়ে যাওয়া কাহিনি,,international,war_crime
পাকিস্তানের বাংলাদেশকে স্বীকৃতি দেয়ার পেছনের ইতিহাস,,international,war_crime
টেকনাফ সীমান্তের অন্য পাশে মিয়ানমারে যুদ্ধের যেসব তথ্য পাওয়া যাচ্ছে,,international,war_crime
যুদ্ধবিমান গুলি ঝাঁঝরা করে দেওয়ার পরেও বেঁচে গিয়েছিলেন যে শিখ পাইলট,,international,war_crime
"টেকনাফ সীমান্তের কাছে মিয়ানমারে বোমার শব্দ, সতর্ক অবস্থানে বিজিবি",,international,war_crime
ইসরায়েলি সেনাদের অভিযানের পর ‘বিপর্যয়কর’ অবস্থায় গাজার নাসের হাসপাতাল,,international,war_crime
রাফাহ শহরে দুঃস্বপ্নের রাতের পর শঙ্কায় ফিলিস্তিনিরা,,international,war_crime
"রাফাহ শহরে ইসরায়েলি অভিযানে অর্ধশত বাসিন্দা নিহত, দুই জিম্মি উদ্ধার",,international,war_crime
নাগরিকদের জন্য সামরিক বাহিনীতে যোগদান বাধ্যতামূলক করলো মিয়ানমার,,international,war_crime
"আরাকান আর্মির দখলে সীমান্ত এলাকা, বাংলাদেশ-মিয়ানমার সীমান্তে কী ধরনের ব্যবস্থা নেয়া প্রয়োজন?",,international,war_crime
মিয়ানমার থেকে পালিয়ে আসা সেনা ও বিজিপি-র ১০০ সদস্যকে টেকনাফে স্থানান্তর,,international,war_crime
"বার্মা থেকে মিয়ানমার : যেভাবে সংকটের শুরু, এখন যা ঘটছে",,international,war_crime
বাংলাদেশ ও মিয়ানমারের মধ্যে কার সামরিক শক্তি কতটুকু?,,international,war_crime
"আরও ৬৩ বিজিপি বাংলাদেশে, মিয়ানমার সীমান্তে যে চিত্র দেখা যাচ্ছে",,international,war_crime
"মিয়ানমারের সেনা ও সীমান্তরক্ষীদের কবে, কীভাবে ফেরত পাঠাবে বাংলাদেশ?",,international,war_crime
"গুলি, মর্টার শেল আর বিস্ফোরণের শব্দ, সরেজমিনে মিয়ানমার-বাংলাদেশ সীমান্ত",,international,war_crime
"মিয়ানমার থেকে পালিয়ে এসেছে আরও শতাধিক, রাষ্ট্রদূতকে ডেকে প্রতিবাদ",,international,war_crime
মিয়ানমার থেকে পালিয়ে বাংলাদেশে আশ্রয় নেওয়া সীমান্তরক্ষীর সংখ্যা বেড়ে ৯৫,,international,war_crime
সৈন্য নিহতের পর আমেরিকা পাল্টা হামলা চালাতে দেরি করলো কেন?,,international,war_crime
মিয়ানমারে জান্তা সরকার কি ভেঙ্গে পড়ার হুমকিতে? চীনের কী ভূমিকা এখানে?,,international,war_crime
মধ্যপ্রাচ্যে সংঘাতের পেছনে সক্রিয় শক্তিধর জোটগুলো কারা?,,international,war_crime
যুদ্ধশিশু ও এতিম দেখিয়ে নেদারল্যান্ডসে শিশু ‘পাচারে’র বহু পুরনো ঘটনার তদন্ত বাংলাদেশে,,international,war_crime
আন্তর্জাতিক বিচার আদালত ইসরায়েলকে লাগাম টানতে বললেও যেসব প্রশ্ন রয়ে যাচ্ছে,,international,war_crime
গাজায় ইসরায়েলের সামরিক তৎপরতা নিয়ে আইসিজে'র রায়ে কী আসতে পারে?,,international,war_crime
মিয়ানমারে সেনাবাহিনী ও বিদ্রোহীদের সংঘাতকে ঘিরে ঠিক কী চলছে?,,international,war_crime
"ইরাকে বিমানঘাঁটিতে ক্ষেপণাস্ত্র হামলা, মার্কিন সেনা আহত",,international,war_crime
ইরান ও পাকিস্তানের মধ্যে সামরিক শক্তিতে কোন দেশ বেশি এগিয়ে?,,international,war_crime
ইরান ও পাকিস্তানের পাল্টাপাল্টি হামলা কি যুদ্ধে মোড় নেবে?,,international,war_crime
জাইশ আল-আদল জঙ্গি গোষ্ঠী কারা? পাকিস্তান ও ইরানের কূটনৈতিক সম্পর্কই বা কেমন?,,international,war_crime
রাখাইনে আরাকান আর্মির কব্জা রোহিঙ্গাদের জন্য কী অর্থ বহন করছে?,,international,war_crime
ভারতের কাছে গুরুত্বপূর্ণ মিয়ানমারের শহর দখলে নিয়েছে বিদ্রোহী আরাকান আর্মি,,international,war_crime
ইয়েমেন উপকূলে আমেরিকার জাহাজে হামলা চালিয়েছে হুথি বিদ্রোহীরা,,international,war_crime
কেন ইসরায়েলের বিরুদ্ধে মামলা করেছে দক্ষিণ আফ্রিকা?,,international,war_crime
যুদ্ধ পরবর্তী গাজা নিয়ে পরিকল্পনা ঘোষণা ইসরায়েলের,,international,war_crime
২০২৪ সালে ইউক্রেনের যুদ্ধে যে তিন পরিণতি হতে পারে,,international,war_crime
ইসরায়েলি সেনারা ঢুকে পড়ায় গাজার কেন্দ্রস্থল ছাড়ছে ফিলিস্তিনিরা,,international,war_crime
রাশিয়া কীভাবে আফ্রিকায় সাবেক উপনিবেশগুলি থেকে ফ্রান্সকে হটিয়ে দিচ্ছে,,international,war_crime
মার্কিন বাহিনীর হাতে যেভাবে ধরা পড়েছিলেন সাদ্দাম হোসেন,,international,war_crime
সাদা কাপড়ের ওপর উচ্ছিষ্ট খাবার দিয়ে লিখে সাহায্য চেয়েছিলেন নিহত জিম্মিরা,,international,war_crime
ভুল করে গাজায় নিজেদের মানুষ মেরে ফেলেছে ইসরায়েলি বাহিনী,,international,war_crime
বাংলাদেশের মুক্তিযুদ্ধে মোড় ঘোরানো আটটি ঘটনা,,international,war_crime
আন্তর্জাতিক সমর্থন না থাকলেও গাজায় যুদ্ধ চালিয়ে যাবে ইসরায়েল,,international,war_crime
"ইসরায়েলের সমালোচনায় বাইডেন, জাতিসংঘে যুদ্ধবিরতির প্রস্তাব পাশ",,international,war_crime
গাজায় বন্দিদের ‘অস্ত্র সমর্পণের’ দাবি করা ছবি নিয়ে প্রশ্ন আর সন্দেহ,,international,war_crime
গাজায় আটক উলঙ্গ ফিলিস্তিনি পুরুষদের ভিডিও প্রকাশ,,international,war_crime
"গাজার দক্ষিণে স্থল অভিযান শুরু, ৮০০ 'সন্ত্রাসী টানেল' পাওয়ার দাবি ইসরায়েলের",,international,war_crime
যুদ্ধবিরতি শেষ হওয়ার পর গাজায় আবার ইসরায়েলি হামলা শুরু,,international,war_crime
ইসরায়েল ও হামাসের মধ্যে কাতার কীভাবে মধ্যস্থতাকারী হয়ে উঠলো?,,international,war_crime
যুক্তরাষ্ট্রে তিন ফিলিস্তিনি ছাত্র ক্যাম্পাসের কাছে গুলিবিদ্ধ,,international,war_crime
১৯৭১ এর ২২ শে নভেম্বরের যে ঘটনা নিয়ে তৈরি হয় বলিউড সিনেমা,,international,war_crime
জিম্মিদের গাজার হাসপাতালে নেয়ার ভিডিও প্রকাশ ইসরায়েলের,,international,war_crime
যুদ্ধের আইন' কী? কোথা থেকে এসেছে? কীভাবে বাস্তবায়ন হয়?,,international,war_crime
অসুস্থতার অজুহাত আর নদী সাঁতরে ইউক্রেন থেকে কেন পালাচ্ছে পুরুষরা,,international,war_crime
গাজার সবচেয়ে বড় হাসপাতাল এখন কবরস্থান - বিশ্ব স্বাস্থ্য সংস্থা,,international,war_crime
"মিয়ানমার ভেঙ্গে যেতে পারে, সতর্ক করলেন প্রেসিডেন্ট",,international,war_crime
ইসরায়েলের স্থল অভিযান জোরদারের পর গাজা ছেড়েছে ৫০ হাজার বাসিন্দা,,international,war_crime
আরবরা ৫০ বছর আগে তেলকে যেভাবে অস্ত্র হিসাবে ব্যবহার করেছিল,,international,war_crime
গাজা ‘শিশুদের কবরস্থানে’ পরিণত হচ্ছে-জাতিসংঘ,,international,war_crime
গাজাকে দুই অংশে বিভক্ত করে ফেলার দাবি ইসরায়েলের,,international,war_crime
"গাজায় যুদ্ধবিরতি চায় না যুক্তরাষ্ট্র, আরব নেতাদের তোপের মুখে ব্লিংকেন",,international,war_crime
ইসরায়েলি হামলায় গাজায় এক পরিবারের ২১ জন নিহত,,international,war_crime
গাজা শহর ঘিরে রেখেছে ইসরায়েলি সেনারা,,international,war_crime
রাফাহ ক্রসিং থেকে মিশরে ঢুকেছেন বিদেশি নাগরিক ও অসুস্থ ফিলিস্তিনিরা,,international,war_crime
"হামাসের সাথে অস্ত্র বিরতির সম্ভাবনা নাকচ, নেতানিয়াহু বলছেন, ‘এখন যুদ্ধের সময়’",,international,war_crime
গাজা সিটির কাছাকাছি প্রধান সড়কে দেখা যাচ্ছে ইসরায়েলি ট্যাঙ্ক,,international,war_crime
ইসরায়েল-গাজা যুদ্ধে সর্বশেষ যা ঘটেছে,,international,war_crime
গোলাবর্ষণ আর বিদ্যুৎহীন গাজায় এক নারীর সন্তান প্রসবের অভিজ্ঞতা,,international,war_crime
গাজায় ইসরায়েলি সেনাদের সাথে লড়াইয়ের দাবি হামাসের,,international,war_crime
সিরিয়ায় ইরানের অস্ত্র ভান্ডারে বিমান হামলা চালিয়েছে আমেরিকা,,international,war_crime
"গাজায় যুদ্ধ বিরতির আহ্বান জানিয়েছে ইউরোপীয় ইউনিয়ন, ত্রাণ যাচ্ছে খুব কম",,international,war_crime
গাজায় মানবতা ছিন্নভিন্ন হয়ে গেছে : এক স্বাস্থ্যকর্মীর চোখে,,international,war_crime
‘নির্দিষ্ট লক্ষ্যবস্তুতে’ অভিযান চালাতে গাজায় ঢুকেছে ইসরায়েলি ট্যাঙ্ক,,international,war_crime
"গাজায় দুই ইসরায়েলি জিম্মিকে মুক্তি, ঋষি সুনাকের মন্তব্য এবং আরো যা ঘটছে",,international,war_crime
ইসরায়েল-গাজা যুদ্ধ নিয়ে ভুয়া খবর চেনার পাঁচ উপায়,,international,war_crime
"গাজায় বিমান হামলা অব্যাহত, ত্রাণবাহী দ্বিতীয় গাড়ি বহর প্রবেশ করেছে",,international,war_crime
"হামাসের সাথে পুতিনকে তুলনা করে বাইডেন বললেন, কাউকে জিততে দেবেন না",,international,war_crime
গাজা হাসপাতালে বিস্ফোরণের ভিডিও ছবি ও অন্যান্য প্রমাণ যে ইঙ্গিত দিচ্ছে,,international,war_crime
প্যালেস্টানিয়ান ইসলামিক জিহাদ কারা এবং হামাসের সাথে কী সম্পর্ক,,international,war_crime
"বাইডেনের সঙ্গে বুধবারের বৈঠক বাতিল ফিলিস্তিন, জর্ডান এবং মিশরের",,international,war_crime
গাজায় হাসপাতালে ইসরায়েলি বিমান হামলায় অন্তত ৫০০ জন নিহত- ফিলিস্তিনি কর্তৃপক্ষ,,international,war_crime
পুনরায় গাজা দখল করা ইসরায়েলের জন্য বড় ভুল হবে'- মার্কিন প্রেসিডেন্ট বাইডেন,,international,war_crime
"এই সংঘাত ‘গত সপ্তাহে নয়, শুরু হয়েছে ১৯৪৮ সালে’, সাবেক হামাস নেতা",,international,war_crime
গাজার উত্তর থেকে ২৪ ঘণ্টার মধ্যে ১১ লাখ ফিলিস্তিনিকে সরতে বলেছে ইসরায়েল,,international,war_crime
ইসরায়েল ফিলিস্তিন: কোন দেশ কার পক্ষে?,,international,war_crime
গাজায় দ্রুত ফুরিয়ে আসছে বিদ্যুৎ-জ্বালানি,,international,war_crime
হামলার আগেই ইসরায়েলকে সতর্ক করেছিল মিশর,,international,war_crime
হামাসকে সমর্থন দেয়ায় মিয়া খলিফার সাথে সম্পর্ক ছিন্ন করলো প্লেবয় ম্যাগাজিন,,international,war_crime
"গাজায় অভিযান চালাতে প্রস্তুত ইসরায়েল, সীমান্তে লাখ লাখ সেনা",,international,war_crime
"গাজায় নিরাপদ জায়গা বলে কিছু নেই, ইসরায়েলি বিমান হামলা চলছেই",,international,war_crime
ইসরায়েল-হামাস সংঘাত নিয়ে ভারতে ভিন্ন মত কেন?,,international,war_crime
ইসরায়েলে হামলার পরিকল্পনায় ইরান সমর্থন দিয়েছিল?,,international,war_crime
হামাস যেভাবে ইসরায়েলে হামলা চালিয়েছে তা কেউ ভাবতেই পারেনি,,international,war_crime
"এক হাজারের বেশি নিহত, ইসরায়েলের সমর্থনে রণতরী পাঠিয়েছে যুক্তরাষ্ট্র",,international,war_crime
"গাজা থেকে রকেট হামলায় ২৫০ ইসরায়েলি নিহত, যুদ্ধ ঘোষণার পর পাল্টা হামলায় মারা গিয়েছে ২৩২ ফিলিস্তিনি",,international,war_crime
ক্ষেপণাস্ত্র ও ড্রোনসহ যেসব যুদ্ধাস্ত্র যোগ হয়েছে বাংলাদেশ সামরিক বাহিনীতে,,international,war_crime
"জাতিসংঘ সাধারণ পরিষদের সভায় কী হয়, এর গুরুত্ব কতটা?",,international,war_crime
পুতিনের সাথে বৈঠক করতে রাশিয়া যেতে পারেন উত্তর কোরিয়ার কিম জং আন,,international,war_crime
পুতিনের অধীনে যেভাবে রুশ কূটনীতির মৃত্যু ঘটেছে,,international,war_crime
যুদ্ধে ইউক্রেনের 'উল্লেখযোগ্য অগ্রগতি' হয়েছে - বলছে যুক্তরাষ্ট্র,,international,war_crime
কিয়েভে ব্যাপক রুশ ক্ষেপণাস্ত্র হামলায় দুজন নিহত,,international,war_crime
মিয়ানমারের সামরিক জান্তার বিরুদ্ধে অবস্থান নিয়েছে যে মোবাইল গেইম,,international,war_crime
যে মুসলমানরা হাজার হাজার ইহুদিকে 'হলোকস্ট' থেকে বাঁচিয়েছিলেন,,international,war_crime
বিমান বিধ্বস্ত হয়ে ওয়াগনার প্রধান প্রিগোজিনের মৃত্যুর জোর সম্ভাবনা,,international,war_crime
রাশিয়ার সাথে লড়তে ইউক্রেন যাচ্ছে আমেরিকার তৈরি এফ-১৬ যুদ্ধবিমান,,international,war_crime
বাংলাদেশের পটভূমিতে বঙ্গোপসাগরের সামরিক গুরুত্ব আসলে কতটা,,international,war_crime
নিষেধাজ্ঞা সত্ত্বেও রাশিয়ার গুরুত্বপূর্ণ অস্ত্রসম্ভারে কেন ভাটা পড়েনি,,international,war_crime
বেলারুস-পোল্যান্ড সীমান্তে উত্তেজনা ক্রমশই কেন বাড়ছে?,,international,war_crime
ক্রাইমিয়ার তাতার কারা এবং কেন তারা রাশিয়ার সৈন্যদের বিরুদ্ধে লড়ছে?,,international,war_crime
ক্রাইমিয়ায় রুশ ট্যাংকারের ওপর ইউক্রেনের ড্রোন হামলা,,international,war_crime
রোমানিয়ার সীমান্তের কাছে ইউক্রেনীয় বন্দরে রাশিয়ার ড্রোন হামলা,,international,war_crime
ইউক্রেনের মানুষ-বিহীন ড্রোন বোট হামলার মুখে রুশ নৌবহর,,international,war_crime
যুদ্ধ এবার রাশিয়ার দিকে যাচ্ছে' - মস্কোতে ড্রোন হামলার পর জেলেনস্কি,,international,war_crime
মস্কোতে ড্রোন হামলায় সাময়িকভাবে বিমানবন্দর বন্ধ,,international,war_crime
উত্তর কোরিয়ার ‘পাগলা’ রকেট ব্যবহার করছে ইউক্রেন,,international,war_crime
ওয়াগনার প্রধান প্রিগোশিনকে রাশিয়ায় দেখা গেছে,,international,war_crime
উত্তর কোরিয়া সফরে গেলেন রুশ প্রতিরক্ষামন্ত্রী শোইগু,,international,war_crime
"ওডেসায় রুশ ক্ষেপণাস্ত্র হামলায় একজন নিহত, প্রাচীন গির্জার ক্ষতি",,international,war_crime
পরমাণু বোমার জনক কে এই রবার্ট ওপেনহাইমার?,,international,war_crime
"রাশিয়ার বিরুদ্ধে সাফল্য অসম্ভব, বলছেন ইউক্রেনের জেনারেল",,international,war_crime
ক্রাইমিয়া সেতুর ওপর 'আক্রমণে' দু'জন নিহত,,international,war_crime
আমি সুদানের গণকবরে লাশ ফেলে দিতে দেখেছি',,international,war_crime
"মাথা নোয়ালো না নেটো, কী পেলেন জেলেনস্কি",,international,war_crime
বিভিন্ন দেশ ইউক্রেনকে নতুন আর কীধরনের অস্ত্র দিচ্ছে,,international,war_crime
পশ্চিমা সাহায্যের জন্য ইউক্রেনের কৃতজ্ঞতা প্রকাশ করা উচিৎ- বলছেন ব্রিটিশ প্রতিরক্ষামন্ত্রী,,international,war_crime
রাশিয়াকে ঠেকাতে নেটো জোটের নতুন পরিকল্পনা,,international,war_crime
বিদ্রোহের পরই ওয়াগনার গ্রুপের প্রিগোশিনের মুখোমুখি হয়েছিলেন পুতিন,,international,war_crime
রুশ বাহিনীর ওপর ইউক্রেনের পাল্টা-হামলার ভবিষ্যৎ যে তিন দিকে যেতে পারে,,international,war_crime
রাশিয়ায় ওয়াগনারের বিদ্রোহে বিজয়ী হয়নি কেউই: লুকাশেঙ্কো,,international,war_crime
"ওয়াগনার প্রধান প্রিগোশিন রাশিয়াতে, বলছেন বেলারুসের প্রেসিডেন্ট",,international,war_crime
রাশিয়ায় ওয়াগনার বিদ্রোহের পর সিআইএ-র জন্য ‘গুপ্তচর সংগ্রহের সুযোগ’,,international,war_crime
বিদ্রোহের পর কয়েকটি প্রকাশ্য অনুষ্ঠানে গিয়ে পুতিন যে বার্তা দিতে চাইছেন,,international,war_crime
"ক্র্যামাটর্স্কে রুশ ক্ষেপণাস্ত্র হামলায় নিহত ১০, এখন কেন এই হামলা",,international,war_crime
বিদ্রোহী ওয়াগনার নেতাদের ‘বিচারের আওতায় আনা’ হবে: পুতিন,,international,war_crime
"ওয়াগনার, প্রিগোশিন, পুতিন এবং শোইগু: যেসব তিক্ত বিরোধের জের ধরে রাশিয়াতে সামরিক বিদ্রোহ",,international,war_crime
